,List Iterations,Duration since innit,Total Malus,Swap Class Random,Swap Class Capacity,Swap Student Gaphour,Swap Student Doublehour
123,123,666.6,162,0,0,0,0
124,124,671.48,162,0,0,0,0
125,125,676.39,162,0,0,0,0
126,126,681.54,162,0,0,0,0
127,127,686.6,161,0,0,1,0
128,128,691.51,161,0,0,0,0
129,129,696.44,161,0,0,0,0
130,130,701.3,161,0,0,0,0
131,131,706.01,161,0,0,0,0
132,132,710.67,161,0,0,0,0
133,133,715.46,160,0,0,0,1
134,134,720.5,160,0,0,0,0
135,135,726.14,160,0,0,0,0
136,136,731.82,160,0,0,0,0
137,137,737.47,160,0,0,0,0
138,138,743.42,160,0,0,0,0
139,139,749.32,160,0,0,0,0
140,140,754.99,160,0,0,0,0
141,141,760.27,159,0,1,0,0
142,142,765.94,159,0,0,0,0
143,143,771.84,159,0,0,0,0
144,144,776.98,159,0,0,0,0
145,145,782.12,158,1,0,0,0
146,146,787.29,158,0,0,0,0
147,147,792.43,158,0,0,0,0
148,148,797.31,157,0,1,0,0
149,149,802.1,157,0,0,0,0
150,150,806.8,157,0,0,0,0
151,151,811.41,157,0,0,0,0
152,152,817.26,155,2,0,0,0
153,153,822.4,155,0,0,0,0
154,154,827.54,154,0,0,0,1
155,155,833.72,154,0,0,0,0
156,156,838.93,154,0,0,0,0
157,157,844.13,153,0,0,1,0
158,158,848.76,150,0,3,0,0
159,159,853.41,150,0,0,0,0
160,160,858.07,150,0,0,0,0
161,161,863.31,149,0,0,1,0
162,162,868.15,149,0,0,0,0
163,163,873.12,148,0,0,1,1
164,164,877.84,148,0,0,0,0
165,165,882.63,148,0,0,0,0
166,166,887.41,148,0,0,0,0
167,167,892.34,148,0,0,0,0
168,168,897.25,148,0,0,0,0
169,169,902.13,148,0,0,0,0
170,170,908.34,148,0,0,0,0
171,171,914.18,148,0,0,0,0
172,172,919.69,148,0,0,0,0
173,173,925.4,148,0,0,0,0
174,174,930.68,147,1,0,0,0
175,175,935.91,147,0,0,0,0
176,176,941.15,146,0,0,1,0
177,177,946.31,146,0,0,0,0
178,178,951.48,145,0,0,0,1
179,179,956.75,142,3,0,0,0
180,180,963.89,142,0,0,0,0
181,181,969.56,142,0,0,0,0
182,182,975.41,142,0,0,0,0
183,183,981.65,142,0,0,0,0
184,184,988.57,142,0,0,0,0
185,185,993.33,142,0,0,0,0
186,186,998.49,142,0,0,0,0
187,187,1003.58,142,0,0,0,0
188,188,1008.24,142,0,0,0,0
189,189,1013.67,142,0,0,0,0
190,190,1018.41,141,0,1,0,0
191,191,1023.18,141,0,0,0,0
192,192,1027.87,141,0,0,0,0
193,193,1032.51,141,0,0,0,0
194,194,1037.12,141,0,0,0,0
195,195,1041.73,141,0,0,0,0
196,196,1046.29,141,0,0,0,0
197,197,1050.87,141,0,0,0,0
198,198,1055.52,141,0,0,0,0
199,199,1060.08,141,0,0,0,0
200,200,1064.64,137,0,4,0,0
201,201,1069.26,136,0,0,0,1
202,202,1073.83,136,0,0,0,0
203,203,1078.39,136,0,0,0,0
204,204,1083.0,136,0,0,0,0
205,205,1087.6,136,0,0,0,0
206,206,1092.15,136,0,0,0,0
207,207,1096.77,136,0,0,0,0
208,208,1101.58,136,0,0,0,0
209,209,1106.24,136,0,0,0,0
210,210,1110.81,136,0,0,0,0
211,211,1115.43,135,0,0,1,0
212,212,1120.07,135,0,0,0,0
213,213,1124.66,135,0,0,0,0
214,214,1129.26,135,0,0,0,0
215,215,1133.85,135,0,0,0,0
216,216,1138.52,135,0,0,0,0
217,217,1143.06,135,0,0,0,0
218,218,1147.62,135,0,0,0,0
219,219,1152.18,135,0,0,0,0
220,220,1156.79,135,0,0,0,0
221,221,1161.71,135,0,0,0,0
222,222,1166.29,134,0,0,1,1
223,223,1170.87,134,0,0,0,0
224,224,1175.45,134,0,0,0,0
225,225,1179.97,134,0,0,0,0
226,226,1184.55,134,0,0,0,0
227,227,1189.12,134,0,0,0,0
228,228,1193.87,134,0,0,0,0
229,229,1199.35,134,0,0,0,0
230,230,1203.94,134,0,0,0,0
231,231,1208.66,134,0,0,0,0
232,232,1213.31,134,0,0,0,0
233,233,1218.05,134,0,0,0,0
234,234,1222.62,134,0,0,0,0
235,235,1228.06,134,0,0,0,0
236,236,1232.76,134,0,0,0,0
237,237,1237.39,134,0,0,0,0
238,238,1241.97,134,0,0,0,0
239,239,1246.55,134,0,0,0,0
240,240,1251.14,134,0,0,0,0
241,241,1255.92,134,0,0,0,0
242,242,1262.45,134,0,0,0,0
243,243,1267.92,134,0,0,0,0
244,244,1272.59,134,0,0,0,0
245,245,1277.13,134,0,0,0,0
246,246,1282.36,134,0,0,0,0
247,247,1287.19,134,0,0,0,0
248,248,1291.9,134,0,0,0,0
249,249,1297.22,134,0,0,0,0
250,250,1301.88,134,0,0,0,0
251,251,1306.67,134,0,0,0,0
252,252,1311.69,134,0,0,0,0
253,0,0.0,1325,0,0,0,0
254,1,22.24,420,891,905,66,65
255,2,32.56,355,65,29,12,12
256,3,42.52,315,40,34,8,12
257,4,52.19,305,4,5,8,10
258,5,61.7,291,14,5,5,4
259,6,70.07,274,13,17,7,6
260,7,77.38,243,31,10,9,12
261,8,84.89,232,11,11,9,3
262,9,92.34,225,3,0,7,7
263,10,99.22,214,1,2,6,11
264,11,105.92,212,1,2,0,2
265,12,112.55,203,0,3,2,9
266,13,119.13,200,3,0,2,2
267,14,125.76,189,11,0,4,3
268,15,132.23,186,3,0,1,1
269,16,138.56,183,1,3,3,1
270,17,144.88,181,1,0,1,2
271,18,151.58,178,0,3,1,1
272,19,159.24,176,0,0,1,2
273,20,167.71,168,8,0,3,1
274,21,174.59,166,0,0,2,0
275,22,180.7,163,0,2,3,0
276,23,186.98,162,1,0,1,1
277,24,193.95,160,0,2,0,2
278,25,200.72,158,0,0,0,2
279,26,207.79,158,0,0,0,0
280,27,215.16,157,1,0,0,0
281,28,221.79,156,0,0,1,1
282,29,228.09,154,2,0,0,0
283,30,234.8,152,0,0,0,2
284,31,240.79,150,1,0,2,1
285,32,246.91,149,0,1,0,0
286,33,252.92,148,0,0,1,0
287,34,259.0,146,0,0,2,1
288,35,266.71,145,1,1,1,0
289,36,273.04,144,0,0,1,0
290,37,279.03,143,0,0,0,1
291,38,284.94,141,0,2,0,1
292,39,290.84,140,0,1,0,0
293,40,296.69,140,0,0,0,0
294,41,303.06,140,0,0,0,0
295,42,310.47,140,0,0,0,0
296,43,317.0,140,0,0,0,0
297,44,323.36,140,0,0,0,0
298,45,329.21,140,0,0,0,0
299,46,335.1,140,0,0,0,0
300,47,340.89,140,0,0,0,0
301,48,346.67,137,1,3,0,0
302,49,352.52,136,0,0,0,1
303,50,358.33,136,0,0,0,0
304,51,364.08,134,0,2,0,0
305,52,370.18,132,2,0,1,0
306,53,378.04,132,0,0,0,0
307,54,384.39,132,0,0,0,0
308,55,390.69,132,0,0,0,0
309,56,396.73,131,0,0,0,1
310,57,403.25,130,0,0,0,1
311,58,409.62,129,0,0,0,1
312,59,415.62,129,0,0,0,0
313,60,421.87,114,0,15,0,0
314,61,427.95,114,0,0,0,0
315,62,434.94,114,0,0,0,0
316,63,441.5,114,0,0,0,0
317,64,447.49,114,0,0,0,0
318,65,453.38,114,0,0,0,0
319,66,459.35,114,0,0,0,0
320,67,465.79,114,0,0,0,0
321,68,472.29,114,0,0,0,0
322,69,479.73,113,0,0,1,0
323,70,487.88,113,0,0,0,0
324,71,494.56,113,0,0,0,0
325,72,501.17,112,0,0,1,0
326,73,507.59,112,0,0,0,0
327,74,513.61,112,0,0,0,0
328,75,519.54,111,1,0,0,0
329,76,525.86,111,0,0,0,0
330,77,532.23,111,0,0,0,0
331,78,538.24,111,0,0,0,0
332,79,543.92,111,0,0,0,0
333,80,550.05,111,0,0,0,0
334,81,556.25,111,0,0,0,0
335,82,562.08,111,0,0,0,0
336,83,568.45,111,0,0,0,0
337,84,574.71,111,0,0,0,0
338,85,580.75,111,0,0,0,0
339,86,587.16,110,1,0,0,0
340,87,592.8,110,0,0,0,0
341,88,598.76,110,0,0,0,0
342,89,604.82,110,0,0,0,0
343,90,611.33,110,0,0,0,0
344,91,616.96,110,0,0,0,0
345,92,623.11,110,0,0,0,0
346,93,628.91,110,0,0,0,0
347,94,634.45,110,0,0,0,0
348,95,640.35,110,0,0,0,0
349,96,646.27,110,0,0,0,0
350,97,652.08,110,0,0,0,0
351,98,658.26,110,0,0,0,0
352,99,664.21,110,0,0,0,0
353,100,670.39,108,2,0,0,0
354,101,676.31,107,1,0,0,0
355,102,682.36,107,0,0,0,0
356,103,689.03,107,0,0,0,0
357,104,694.65,107,0,0,0,0
358,105,700.22,107,0,0,0,0
359,106,706.97,105,2,0,0,0
360,107,713.0,105,0,0,0,0
361,108,718.91,105,0,0,0,0
362,109,724.38,105,0,0,0,0
363,110,730.53,105,0,0,0,0
364,111,736.77,105,0,0,0,0
365,112,742.38,105,0,0,0,0
366,113,747.78,105,0,0,0,0
367,114,753.34,105,0,0,0,0
368,115,758.78,105,0,0,0,0
369,116,764.31,105,0,0,0,0
370,117,769.77,105,0,0,0,0
371,118,775.16,105,0,0,0,0
372,119,780.56,105,0,0,0,0
373,120,785.98,105,0,0,0,0
374,121,791.43,105,0,0,0,0
375,122,796.84,105,0,0,0,0
376,123,802.25,105,0,0,0,0
377,124,807.74,105,0,0,0,0
378,125,813.23,105,0,0,0,0
379,126,818.64,105,0,0,0,0
380,127,824.11,105,0,0,0,0
381,128,829.54,105,0,0,0,0
382,129,834.98,105,0,0,0,0
383,130,840.44,105,0,0,0,0
384,131,845.86,105,0,0,0,0
385,132,852.07,105,0,0,0,0
386,133,857.67,105,0,0,0,0
387,134,863.53,105,0,0,0,0
388,135,869.39,105,0,0,0,0
389,136,875.35,105,0,0,0,0
390,0,0.0,1320,0,0,0,0
391,1,35.57,277,1043,960,183,199
392,2,45.94,230,47,15,22,19
393,3,55.47,218,5,12,6,10
394,4,64.61,203,11,2,15,10
395,5,73.38,195,3,2,8,5
396,6,82.04,190,4,5,5,5
397,7,90.57,180,2,10,7,5
398,8,99.26,172,1,6,8,5
399,9,108.98,167,3,0,2,5
400,10,118.6,160,7,3,3,2
401,11,127.65,156,3,0,4,2
402,12,135.96,153,0,1,3,2
403,13,145.39,149,1,1,1,4
404,14,153.32,146,2,2,3,0
405,15,162.17,143,0,0,3,2
406,16,170.32,140,3,1,1,2
407,17,177.98,139,0,0,1,1
408,18,185.4,137,0,0,2,1
409,19,192.75,134,0,1,1,3
410,20,200.02,133,0,0,1,0
411,21,207.74,132,0,1,1,0
412,22,214.95,131,0,1,0,1
413,23,222.13,129,0,2,0,1
414,24,229.26,128,0,0,0,1
415,25,236.36,124,0,0,0,4
416,26,243.38,123,0,0,0,1
417,27,250.38,122,0,0,0,1
418,28,257.36,121,1,0,0,0
419,29,264.31,119,2,2,0,1
420,30,271.24,118,0,0,1,1
421,31,278.1,118,0,0,0,0
422,32,285.16,118,0,0,0,0
423,33,292.31,115,3,0,1,0
424,34,299.21,114,1,0,0,0
425,35,306.01,113,0,1,0,0
426,36,312.83,113,0,0,0,0
427,37,319.63,113,0,0,0,0
428,38,326.47,113,0,0,0,0
429,39,333.26,112,0,0,0,1
430,40,340.06,111,0,0,1,0
431,41,347.62,110,1,0,0,0
432,42,354.43,110,0,0,0,0
433,43,361.14,110,0,0,0,0
434,44,367.94,110,0,0,0,0
435,45,374.65,109,0,0,1,0
436,46,381.37,109,0,0,0,0
437,47,388.07,109,0,0,0,0
438,48,394.84,109,0,0,0,0
439,49,401.55,109,0,0,0,0
440,50,408.33,109,0,0,0,0
441,51,415.82,108,0,0,0,1
442,52,423.37,108,0,0,0,0
443,53,430.56,108,0,0,0,0
444,54,440.6,108,0,0,0,0
445,55,449.08,108,0,0,0,0
446,56,455.99,108,0,0,0,0
447,57,462.73,108,0,0,0,0
448,58,469.73,108,0,0,0,0
449,59,477.24,108,0,0,0,0
450,60,484.82,108,0,0,0,0
451,61,491.91,104,4,0,0,0
452,62,498.84,104,0,0,0,0
453,63,506.23,104,0,0,0,0
454,64,513.61,104,0,0,0,0
455,65,521.02,103,0,1,0,0
456,66,529.64,103,0,0,0,0
457,67,537.75,103,0,0,0,0
458,68,546.15,103,0,0,0,0
459,69,553.9,103,0,0,0,0
460,70,560.98,101,0,2,0,0
461,71,568.04,101,0,0,0,0
462,72,574.65,101,0,0,0,0
463,73,581.21,100,0,0,1,0
464,74,587.73,100,0,0,0,0
465,75,594.55,100,0,0,0,0
466,76,601.42,99,0,1,0,0
467,77,608.95,98,0,0,0,1
468,78,616.39,97,0,0,1,1
469,79,624.15,97,0,0,0,0
470,80,631.86,97,0,0,0,0
471,81,639.42,97,0,0,0,0
472,82,646.44,97,0,0,0,0
473,83,653.72,96,1,0,0,0
474,84,660.69,96,0,0,0,0
475,85,668.24,96,0,0,0,0
476,86,675.74,95,0,0,0,1
477,87,683.23,95,0,0,0,0
478,88,692.08,94,0,1,0,0
479,89,701.28,94,0,0,0,0
480,90,710.83,94,0,0,0,0
481,91,719.03,89,0,5,0,0
482,92,725.95,89,0,0,0,0
483,93,733.15,89,0,0,0,0
484,94,740.51,89,0,0,0,0
485,95,747.42,89,0,0,0,0
486,96,754.74,89,0,0,0,0
487,97,761.09,89,0,0,0,0
488,98,767.35,89,0,0,0,0
489,99,774.74,89,0,0,0,0
490,100,782.27,89,0,0,0,0
491,101,790.56,89,0,0,0,0
492,102,797.34,89,0,0,0,0
493,103,803.9,89,0,0,0,0
494,104,811.01,89,0,0,0,0
495,105,818.96,89,0,0,0,0
496,106,826.72,89,0,0,0,0
497,107,834.21,89,0,0,0,0
498,108,842.46,89,0,0,0,0
499,109,850.26,89,0,0,0,0
500,110,857.42,89,0,0,0,0
501,111,864.86,89,0,0,0,0
502,112,872.76,89,0,0,0,0
503,113,879.01,89,0,0,0,0
504,114,885.52,88,0,0,1,0
505,115,892.62,88,0,0,0,0
506,116,899.17,88,0,0,0,0
507,117,905.32,88,0,0,0,0
508,118,911.52,88,0,0,0,0
509,119,918.75,88,0,0,0,0
510,120,925.65,88,0,0,0,0
511,121,932.25,88,0,0,0,0
512,122,939.43,88,0,0,0,0
513,123,946.63,88,0,0,0,0
514,124,952.84,88,0,0,0,0
515,125,959.03,88,0,0,0,0
516,126,965.18,88,0,0,0,0
517,127,971.46,88,0,0,0,0
518,128,977.79,88,0,0,0,0
519,129,984.05,88,0,0,0,0
520,130,990.75,88,0,0,0,0
521,131,997.15,88,0,0,0,0
522,132,1003.48,88,0,0,0,0
523,133,1009.97,87,0,1,0,0
524,134,1016.41,86,0,0,0,1
525,135,1022.65,85,0,0,0,1
526,136,1028.84,85,0,0,0,0
527,137,1034.97,85,0,0,0,0
528,138,1041.29,85,0,0,0,0
529,139,1047.61,85,0,0,0,0
530,140,1053.75,85,0,0,0,0
531,141,1059.9,84,0,0,0,1
532,142,1066.05,84,0,0,0,0
533,143,1073.12,83,0,0,0,1
534,144,1079.24,83,0,0,0,0
535,145,1085.41,83,0,0,0,0
536,146,1091.51,83,0,0,0,0
537,147,1097.61,83,0,0,0,0
538,148,1103.95,83,0,0,0,0
539,149,1110.03,83,0,0,0,0
540,150,1116.2,83,0,0,0,0
541,151,1122.32,83,0,0,0,0
542,152,1128.4,83,0,0,0,0
543,153,1134.58,83,0,0,0,0
544,154,1140.68,83,0,0,0,0
545,155,1146.78,83,0,0,0,0
546,156,1152.92,83,0,0,0,0
547,157,1158.95,83,0,0,0,0
548,158,1165.09,83,0,0,0,0
549,159,1171.19,83,0,0,0,0
550,160,1177.37,83,0,0,0,0
551,161,1183.7,83,0,0,0,0
552,162,1189.94,83,0,0,0,0
553,163,1196.11,83,0,0,0,0
554,164,1202.32,83,0,0,0,0
555,165,1208.48,83,0,0,0,0
556,166,1214.65,83,0,0,0,0
557,167,1220.79,83,0,0,0,0
558,168,1226.88,82,0,0,0,1
559,169,1232.95,82,0,0,0,0
560,170,1239.01,82,0,0,0,0
561,171,1245.6,82,0,0,0,0
562,172,1252.77,82,0,0,0,0
563,173,1260.17,82,0,0,0,0
564,174,1266.31,82,0,0,0,0
565,175,1272.42,82,0,0,0,0
566,176,1278.51,82,0,0,0,0
567,177,1284.89,82,0,0,0,0
568,178,1290.97,82,0,0,0,0
569,179,1297.05,82,0,0,0,0
570,180,1303.18,82,0,0,0,0
571,181,1309.3,82,0,0,0,0
572,182,1315.73,82,0,0,0,0
573,183,1321.85,82,0,0,0,0
574,184,1327.97,82,0,0,0,0
575,185,1334.11,82,0,0,0,0
576,186,1340.41,82,0,0,0,0
577,187,1346.6,82,0,0,0,0
578,188,1352.7,82,0,0,0,0
579,189,1358.81,82,0,0,0,0
580,190,1364.94,82,0,0,0,0
581,191,1370.99,82,0,0,0,0
582,192,1377.11,82,0,0,0,0
583,193,1383.16,82,0,0,0,0
584,194,1389.22,82,0,0,0,0
585,195,1395.28,82,0,0,0,0
586,196,1401.38,82,0,0,0,0
587,197,1407.43,82,0,0,0,0
588,198,1413.55,82,0,0,0,0
589,0,0.0,1190,0,0,0,0
590,1,44.29,274,901,916,129,122
591,2,57.75,253,13,10,19,21
592,3,70.38,239,7,6,10,14
593,4,82.71,224,2,15,8,8
594,5,94.51,211,13,12,7,4
595,6,105.83,192,1,19,7,7
596,7,116.48,185,6,1,7,4
597,8,127.01,173,5,0,7,12
598,9,137.06,166,2,7,5,6
599,10,146.84,161,5,1,4,5
600,11,156.5,154,2,0,7,4
601,12,165.85,149,0,2,4,5
602,13,175.12,147,2,0,2,0
603,14,184.33,145,1,1,2,2
604,15,193.39,141,0,2,2,4
605,16,202.63,139,0,1,0,2
606,17,212.47,138,0,0,1,1
607,18,221.42,134,0,4,0,1
608,19,230.22,131,0,0,2,3
609,20,238.88,129,0,0,2,1
610,21,247.42,127,1,0,2,2
611,22,255.87,124,0,0,3,2
612,23,264.22,124,0,0,0,0
613,24,272.64,124,0,0,0,0
614,25,281.03,121,0,3,0,0
615,26,289.3,120,0,0,1,0
616,27,297.52,119,0,0,1,0
617,28,305.7,119,0,0,0,0
618,29,313.9,118,0,0,0,1
619,30,322.17,118,0,0,0,0
620,31,330.35,118,0,0,0,0
621,32,338.51,118,0,0,0,0
622,33,346.67,118,0,0,0,0
623,34,354.85,117,0,1,0,1
624,35,363.0,116,0,0,0,1
625,36,371.24,116,0,0,0,0
626,37,379.49,115,1,0,0,0
627,38,388.41,115,0,0,0,0
628,39,396.53,111,0,4,0,0
629,40,404.49,111,0,0,0,0
630,41,412.35,111,0,0,0,0
631,42,420.19,111,0,0,0,0
632,43,428.22,110,0,0,1,0
633,44,436.28,109,1,0,1,0
634,45,444.19,108,0,0,1,1
635,46,452.09,108,0,0,0,0
636,47,459.96,108,0,0,0,0
637,48,467.87,108,0,0,0,0
638,49,475.76,108,0,0,0,0
639,50,483.57,108,0,0,0,0
640,51,491.45,108,0,0,0,0
641,52,499.98,107,0,0,0,1
642,53,508.89,107,0,0,0,0
643,54,517.01,107,0,0,0,0
644,55,524.8,106,0,0,0,1
645,56,532.67,106,0,0,0,0
646,57,540.41,106,0,0,0,0
647,58,548.22,106,0,0,0,0
648,59,556.04,106,0,0,0,0
649,60,563.83,106,0,0,0,0
650,61,572.5,106,0,0,0,0
651,62,580.32,106,0,0,0,0
652,63,588.13,106,0,0,0,0
653,64,595.84,106,0,0,0,0
654,65,603.72,106,0,0,0,0
655,66,611.82,106,0,0,0,0
656,67,619.6,106,0,0,0,0
657,68,627.33,97,0,9,0,1
658,69,634.77,97,0,0,0,0
659,70,642.28,97,0,0,0,0
660,71,649.98,96,0,0,1,0
661,72,657.4,96,0,0,0,0
662,73,664.93,96,0,0,0,0
663,74,672.47,96,0,0,0,0
664,75,680.0,96,0,0,0,0
665,76,687.4,96,0,0,0,0
666,77,694.84,96,0,0,0,0
667,78,702.31,95,0,1,0,0
668,79,709.79,95,0,0,0,0
669,80,717.24,95,0,0,0,0
670,81,724.62,95,0,0,0,0
671,82,732.0,95,0,0,0,0
672,83,739.43,95,0,0,0,0
673,84,747.05,95,0,0,0,0
674,85,755.88,95,0,0,0,0
675,86,763.24,95,0,0,0,0
676,87,770.58,95,0,0,0,0
677,88,777.98,95,0,0,0,0
678,89,785.34,95,0,0,0,0
679,90,792.8,95,0,0,0,0
680,91,800.41,95,0,0,0,0
681,92,807.91,95,0,0,0,0
682,93,815.35,95,0,0,0,0
683,94,822.87,94,0,1,0,0
684,95,830.34,94,0,0,0,0
685,96,837.79,94,0,0,0,0
686,97,845.19,93,0,0,1,1
687,98,852.63,92,0,0,0,1
688,99,859.88,90,0,0,0,2
689,100,867.19,90,0,0,0,0
690,101,874.46,90,0,0,0,0
691,102,881.69,89,0,0,0,1
692,103,888.83,89,0,0,0,0
693,104,896.02,89,0,0,0,0
694,105,903.23,89,0,0,0,0
695,106,910.44,89,0,0,0,0
696,107,917.62,89,0,0,0,0
697,108,924.79,89,0,0,0,0
698,109,932.46,89,0,0,0,0
699,110,939.9,89,0,0,0,0
700,111,947.19,89,0,0,0,0
701,112,954.34,89,0,0,0,0
702,113,961.51,89,0,0,0,0
703,114,968.88,89,0,0,0,0
704,115,976.03,89,0,0,0,0
705,116,983.3,87,0,2,0,0
706,117,990.53,87,0,0,0,0
707,118,997.65,87,0,0,0,0
708,119,1004.74,87,0,0,0,0
709,120,1011.87,87,0,0,0,0
710,121,1019.06,87,0,0,0,0
711,122,1026.22,87,0,0,0,0
712,123,1033.3,87,0,0,0,0
713,124,1040.42,87,0,0,0,0
714,125,1047.59,87,0,0,0,0
715,126,1054.76,87,0,0,0,0
716,127,1061.89,87,0,0,0,0
717,128,1069.11,87,0,0,0,0
718,129,1076.22,87,0,0,0,0
719,130,1083.38,87,0,0,0,0
720,131,1090.46,87,0,0,0,0
721,132,1097.73,87,0,0,0,0
722,133,1104.97,87,0,0,0,0
723,134,1112.23,87,0,0,0,0
724,135,1120.17,87,0,0,0,0
725,136,1127.27,87,0,0,0,0
726,137,1134.42,87,0,0,0,0
727,138,1141.51,87,0,0,0,0
728,139,1148.65,87,0,0,0,0
729,140,1155.71,87,0,0,0,0
730,141,1162.85,83,0,4,0,0
731,142,1169.82,83,0,0,0,0
732,143,1176.87,83,0,0,0,0
733,144,1183.93,83,0,0,0,0
734,145,1190.96,83,0,0,0,0
735,146,1198.0,83,0,0,0,0
736,147,1204.97,83,0,0,0,0
737,148,1211.98,83,0,0,0,0
738,149,1218.96,83,0,0,0,0
739,150,1225.95,83,0,0,0,0
740,151,1232.94,83,0,0,0,0
741,152,1239.94,83,0,0,0,0
742,153,1246.96,83,0,0,0,0
743,154,1253.94,83,0,0,0,0
744,155,1261.08,83,0,0,0,0
745,156,1268.22,83,0,0,0,0
746,157,1275.36,83,0,0,0,0
747,158,1282.37,83,0,0,0,0
748,159,1289.38,83,0,0,0,0
749,160,1297.05,83,0,0,0,0
750,161,1304.12,83,0,0,0,0
751,162,1311.19,83,0,0,0,0
752,163,1318.19,83,0,0,0,0
753,164,1325.15,83,0,0,0,0
754,165,1332.13,82,0,0,1,0
755,166,1339.15,82,0,0,0,0
756,167,1346.23,82,0,0,0,0
757,168,1353.2,82,0,0,0,0
758,169,1360.13,82,0,0,0,0
759,170,1367.15,82,0,0,0,0
760,171,1374.12,82,0,0,0,0
761,172,1381.15,81,0,1,0,0
762,173,1388.09,81,0,0,0,0
763,174,1395.12,81,0,0,0,0
764,175,1402.35,81,0,0,0,0
765,176,1409.36,81,0,0,0,0
766,177,1416.36,81,0,0,0,0
767,178,1423.31,81,0,0,0,0
768,179,1430.28,81,0,0,0,0
769,180,1437.22,81,0,0,0,0
770,181,1444.19,81,0,0,0,0
771,182,1451.17,81,0,0,0,0
772,183,1458.13,81,0,0,0,0
773,184,1465.11,81,0,0,0,0
774,185,1472.06,81,0,0,0,0
775,186,1479.77,81,0,0,0,0
776,187,1486.76,81,0,0,0,0
777,188,1493.67,81,0,0,0,0
778,189,1500.69,81,0,0,0,0
779,190,1507.68,81,0,0,0,0
780,191,1514.64,81,0,0,0,0
781,192,1521.63,81,0,0,0,0
782,193,1528.71,81,0,0,0,0
783,194,1535.67,81,0,0,0,0
784,195,1542.56,81,0,0,0,0
785,196,1549.57,81,0,0,0,0
786,197,1556.49,81,0,0,0,0
787,198,1563.37,81,0,0,0,0
788,199,1570.46,81,0,0,0,0
789,200,1577.5,81,0,0,0,0
790,201,1584.57,81,0,0,0,0
791,202,1591.49,81,0,0,0,0
792,0,0.0,1481,0,0,0,0
793,1,71.25,227,1254,1251,196,189
794,2,85.76,200,17,27,15,16
795,3,99.21,177,12,23,20,13
796,4,111.69,160,8,5,17,12
797,5,123.22,152,7,6,7,8
798,6,134.31,144,1,1,7,8
799,7,144.97,140,1,0,1,4
800,8,155.48,136,1,4,2,4
801,9,165.88,132,4,1,3,4
802,10,176.04,129,0,0,2,3
803,11,185.97,126,0,1,3,2
804,12,195.84,123,0,0,3,2
805,13,205.63,118,0,5,0,3
806,14,215.27,114,1,0,2,4
807,15,224.64,112,0,0,0,2
808,16,233.88,111,0,0,0,1
809,17,243.07,110,0,0,0,1
810,18,253.13,108,0,0,2,0
811,19,262.24,105,0,3,0,2
812,20,271.25,105,0,0,0,0
813,21,280.34,103,0,0,2,0
814,22,289.38,102,0,0,0,1
815,23,298.52,102,0,0,0,0
816,24,307.35,100,0,0,2,0
817,25,316.1,99,0,0,0,1
818,26,324.78,99,0,0,0,0
819,27,333.5,99,0,0,0,0
820,28,342.15,99,0,0,0,0
821,29,350.94,99,0,0,0,0
822,30,361.14,98,0,0,1,0
823,31,370.5,98,0,0,0,0
824,32,380.46,98,0,0,0,0
825,33,389.46,97,0,0,0,1
826,34,398.15,96,0,1,0,0
827,35,407.87,95,0,0,1,0
828,36,420.94,95,0,0,0,0
829,37,430.52,94,0,0,0,1
830,38,440.31,92,0,0,1,2
831,39,448.79,92,0,0,0,0
832,40,457.44,92,0,0,0,0
833,41,465.99,90,0,0,2,1
834,42,476.96,89,0,0,1,0
835,43,485.62,88,0,0,1,0
836,44,493.75,87,0,1,0,1
837,45,501.86,87,0,0,0,0
838,46,509.96,86,0,0,0,1
839,47,518.87,85,0,0,0,1
840,48,526.8,85,0,0,0,0
841,49,534.76,85,0,0,0,0
842,50,542.93,85,0,0,0,0
843,51,551.29,85,0,0,0,0
844,52,559.6,85,0,0,0,0
845,53,568.07,85,0,0,0,0
846,54,577.74,85,0,0,0,0
847,55,587.18,85,0,0,0,0
848,56,595.35,85,0,0,0,0
849,57,603.8,85,0,0,0,0
850,58,612.1,82,0,0,3,0
851,59,621.0,81,0,0,1,0
852,60,629.07,81,0,0,0,0
853,61,637.42,80,0,0,1,0
854,62,645.7,80,0,0,0,0
855,63,653.8,80,0,0,0,0
856,64,661.78,80,0,0,0,0
857,65,669.94,80,0,0,0,0
858,66,678.22,80,0,0,0,0
859,67,686.48,80,0,0,0,0
860,68,694.75,80,0,0,0,0
861,69,702.94,80,0,0,0,0
862,70,712.83,80,0,0,0,0
863,71,722.05,80,0,0,0,0
864,72,730.92,80,0,0,0,0
865,73,739.57,80,0,0,0,0
866,74,747.75,80,0,0,0,0
867,75,755.57,80,0,0,0,0
868,76,763.25,80,0,0,0,0
869,77,770.96,80,0,0,0,0
870,78,778.63,80,0,0,0,0
871,79,786.3,80,0,0,0,0
872,80,794.02,75,5,0,0,0
873,81,801.54,75,0,0,0,0
874,82,809.24,75,0,0,0,0
875,83,817.24,75,0,0,0,0
876,84,824.77,75,0,0,0,0
877,85,832.2,75,0,0,0,0
878,86,839.71,75,0,0,0,0
879,87,847.11,75,0,0,0,0
880,88,854.57,75,0,0,0,0
881,89,862.16,75,0,0,0,0
882,90,869.56,75,0,0,0,0
883,91,877.06,75,0,0,0,0
884,92,884.51,75,0,0,0,0
